filepath,label
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard5.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard50.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard51.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard52.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard53.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard54.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard55.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard56.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard57.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard58.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard59.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard6.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard60.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard61.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard62.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard63.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard64.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard65.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard66.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard67.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard68.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard69.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard7.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard70.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard71.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard72.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard73.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard74.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard75.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard76.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard77.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard78.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard79.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard8.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard80.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard81.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard82.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard83.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard84.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard85.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard86.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard87.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard88.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard89.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard9.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard90.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard91.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard92.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard93.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard94.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard95.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard96.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard97.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard98.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard99.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 0.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1007.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1022.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1043.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1044.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1053.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1055.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1060.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1063.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1074.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1088.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 109.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 11.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1108.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1134.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 114.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1142.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1153.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1155.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1157.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1159.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1166.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1183.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1190.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1195.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1196.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1203.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1205.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1214.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1215.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1238.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1243.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1245.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1247.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 125.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1263.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 127.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1286.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1287.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1294.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1297.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1313.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1326.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1375.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1377.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1383.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1390.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 140.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1416.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1421.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1434.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1479.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 15.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1511.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1529.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1543.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1546.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1550.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 156.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1571.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1572.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1576.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1584.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1586.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1587.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1596.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1608.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1623.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1624.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1629.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1643.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1664.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 168.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1703.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1704.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1705.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1708.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1711.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1713.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1714.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1718.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1722.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1723.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1724.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1739.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1753.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1766.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1781.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1786.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1814.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1819.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1827.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1836.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1841.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1870.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1871.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1894.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 19.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1902.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1906.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 193.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1930.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1946.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1963.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 197.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 1974.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2003.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2011.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2012.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2017.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2023.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2048.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2055.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2057.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 209.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 210.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2100.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2108.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2122.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2129.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 213.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2131.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2143.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2150.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2154.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2156.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2159.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2162.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2183.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2186.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2207.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2208.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2224.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2227.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2228.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 226.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2278.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2280.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2285.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2297.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2298.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 23.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2308.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 232.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2323.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2328.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2342.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2346.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2367.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2377.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2393.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2394.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2395.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 24.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 240.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2411.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2418.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2430.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2440.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2442.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2446.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2461.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2466.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2468.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2481.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2485.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2486.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 249.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2495.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 25.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 2525.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 255.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 262.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 278.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 291.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 295.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 298.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 306.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 308.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 31.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 316.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 330.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 335.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 343.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 345.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 347.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 360.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 390.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 400.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 408.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 41.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 421.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 422.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 423.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 424.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 440.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 452.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 467.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 507.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 515.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 520.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 525.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 535.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 536.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 547.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 552.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 582.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 587.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 588.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 648.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 649.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 660.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 665.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 667.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 671.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 674.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 69.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 696.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 713.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 715.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 722.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 736.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 742.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 75.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 750.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 751.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 757.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 761.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 768.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 770.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 782.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 79.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 80.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 82.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 820.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 828.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 832.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 851.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 862.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 87.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 876.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 883.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 886.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 900.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 914.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 918.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 925.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 944.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 948.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 952.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 96.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 976.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 979.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass 996.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass1.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass10.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass100.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass101.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass102.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass103.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass104.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass105.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass106.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass107.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass108.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass109.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass11.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass110.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass111.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass112.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass113.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass114.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass115.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass116.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass117.jpg,glass
C:/Users/jmoa7/trashnet/data/dataset-resized/glass/glass118.jpg,glass
