image_path,label
./final_data\glass\glass_971_glass 2159.jpg,1
./final_data\glass\glass_972_glass 2162.jpg,1
./final_data\glass\glass_973_glass 2183.jpg,1
./final_data\glass\glass_974_glass 2186.jpg,1
./final_data\glass\glass_975_glass 2207.jpg,1
./final_data\glass\glass_976_glass 2208.jpg,1
./final_data\glass\glass_977_glass 2224.jpg,1
./final_data\glass\glass_978_glass 2227.jpg,1
./final_data\glass\glass_979_glass 2228.jpg,1
./final_data\glass\glass_980_glass 226.jpg,1
./final_data\glass\glass_981_glass 2278.jpg,1
./final_data\glass\glass_982_glass 2280.jpg,1
./final_data\glass\glass_983_glass 2285.jpg,1
./final_data\glass\glass_984_glass 2297.jpg,1
./final_data\glass\glass_985_glass 2298.jpg,1
./final_data\glass\glass_986_glass 23.jpg,1
./final_data\glass\glass_987_glass 2308.jpg,1
./final_data\glass\glass_988_glass 232.jpg,1
./final_data\glass\glass_989_glass 2323.jpg,1
./final_data\glass\glass_990_glass 2328.jpg,1
./final_data\glass\glass_991_glass 2342.jpg,1
./final_data\glass\glass_992_glass 2346.jpg,1
./final_data\glass\glass_993_glass 2367.jpg,1
./final_data\glass\glass_994_glass 2377.jpg,1
./final_data\glass\glass_995_glass 2393.jpg,1
./final_data\glass\glass_996_glass 2394.jpg,1
./final_data\glass\glass_997_glass 2395.jpg,1
./final_data\glass\glass_998_glass 24.jpg,1
./final_data\glass\glass_999_glass 240.jpg,1
./final_data\glass\glass_1000_glass 2411.jpg,1
./final_data\glass\glass_1001_glass 2418.jpg,1
./final_data\glass\glass_1002_glass 2430.jpg,1
./final_data\glass\glass_1003_glass 2440.jpg,1
./final_data\glass\glass_1004_glass 2442.jpg,1
./final_data\glass\glass_1005_glass 2446.jpg,1
./final_data\glass\glass_1006_glass 2461.jpg,1
./final_data\glass\glass_1007_glass 2466.jpg,1
./final_data\glass\glass_1008_glass 2468.jpg,1
./final_data\glass\glass_1009_glass 2481.jpg,1
./final_data\glass\glass_1010_glass 2485.jpg,1
./final_data\glass\glass_1011_glass 2486.jpg,1
./final_data\glass\glass_1012_glass 249.jpg,1
./final_data\glass\glass_1013_glass 2495.jpg,1
./final_data\glass\glass_1014_glass 25.jpg,1
./final_data\glass\glass_1015_glass 2525.jpg,1
./final_data\glass\glass_1016_glass 255.jpg,1
./final_data\glass\glass_1017_glass 262.jpg,1
./final_data\glass\glass_1018_glass 278.jpg,1
./final_data\glass\glass_1019_glass 291.jpg,1
./final_data\glass\glass_1020_glass 295.jpg,1
./final_data\glass\glass_1021_glass 298.jpg,1
./final_data\glass\glass_1022_glass 306.jpg,1
./final_data\glass\glass_1023_glass 308.jpg,1
./final_data\glass\glass_1024_glass 31.jpg,1
./final_data\glass\glass_1025_glass 316.jpg,1
./final_data\glass\glass_1026_glass 330.jpg,1
./final_data\glass\glass_1027_glass 335.jpg,1
./final_data\glass\glass_1028_glass 343.jpg,1
./final_data\glass\glass_1029_glass 345.jpg,1
./final_data\glass\glass_1030_glass 347.jpg,1
./final_data\glass\glass_1031_glass 360.jpg,1
./final_data\glass\glass_1032_glass 390.jpg,1
./final_data\glass\glass_1033_glass 400.jpg,1
./final_data\glass\glass_1034_glass 408.jpg,1
./final_data\glass\glass_1035_glass 41.jpg,1
./final_data\glass\glass_1036_glass 421.jpg,1
./final_data\glass\glass_1037_glass 422.jpg,1
./final_data\glass\glass_1038_glass 423.jpg,1
./final_data\glass\glass_1039_glass 424.jpg,1
./final_data\glass\glass_1040_glass 440.jpg,1
./final_data\glass\glass_1041_glass 452.jpg,1
./final_data\glass\glass_1042_glass 467.jpg,1
./final_data\glass\glass_1043_glass 507.jpg,1
./final_data\glass\glass_1044_glass 515.jpg,1
./final_data\glass\glass_1045_glass 520.jpg,1
./final_data\glass\glass_1046_glass 525.jpg,1
./final_data\glass\glass_1047_glass 535.jpg,1
./final_data\glass\glass_1048_glass 536.jpg,1
./final_data\glass\glass_1049_glass 547.jpg,1
./final_data\glass\glass_1050_glass 552.jpg,1
./final_data\glass\glass_1051_glass 582.jpg,1
./final_data\glass\glass_1052_glass 587.jpg,1
./final_data\glass\glass_1053_glass 588.jpg,1
./final_data\glass\glass_1054_glass 648.jpg,1
./final_data\glass\glass_1055_glass 649.jpg,1
./final_data\glass\glass_1056_glass 660.jpg,1
./final_data\glass\glass_1057_glass 665.jpg,1
./final_data\glass\glass_1058_glass 667.jpg,1
./final_data\glass\glass_1059_glass 671.jpg,1
./final_data\glass\glass_1060_glass 674.jpg,1
./final_data\glass\glass_1061_glass 69.jpg,1
./final_data\glass\glass_1062_glass 696.jpg,1
./final_data\glass\glass_1063_glass 713.jpg,1
./final_data\glass\glass_1064_glass 715.jpg,1
./final_data\glass\glass_1065_glass 722.jpg,1
./final_data\glass\glass_1066_glass 736.jpg,1
./final_data\glass\glass_1067_glass 742.jpg,1
./final_data\glass\glass_1068_glass 75.jpg,1
./final_data\glass\glass_1069_glass 750.jpg,1
./final_data\glass\glass_1070_glass 751.jpg,1
./final_data\glass\glass_1071_glass 757.jpg,1
./final_data\glass\glass_1072_glass 761.jpg,1
./final_data\glass\glass_1073_glass 768.jpg,1
./final_data\glass\glass_1074_glass 770.jpg,1
./final_data\glass\glass_1075_glass 782.jpg,1
./final_data\glass\glass_1076_glass 79.jpg,1
./final_data\glass\glass_1077_glass 80.jpg,1
./final_data\glass\glass_1078_glass 82.jpg,1
./final_data\glass\glass_1079_glass 820.jpg,1
./final_data\glass\glass_1080_glass 828.jpg,1
./final_data\glass\glass_1081_glass 832.jpg,1
./final_data\glass\glass_1082_glass 851.jpg,1
./final_data\glass\glass_1083_glass 862.jpg,1
./final_data\glass\glass_1084_glass 87.jpg,1
./final_data\glass\glass_1085_glass 876.jpg,1
./final_data\glass\glass_1086_glass 883.jpg,1
./final_data\glass\glass_1087_glass 886.jpg,1
./final_data\glass\glass_1088_glass 900.jpg,1
./final_data\glass\glass_1089_glass 914.jpg,1
./final_data\glass\glass_1090_glass 918.jpg,1
./final_data\glass\glass_1091_glass 925.jpg,1
./final_data\glass\glass_1092_glass 944.jpg,1
./final_data\glass\glass_1093_glass 948.jpg,1
./final_data\glass\glass_1094_glass 952.jpg,1
./final_data\glass\glass_1095_glass 96.jpg,1
./final_data\glass\glass_1096_glass 976.jpg,1
./final_data\glass\glass_1097_glass 979.jpg,1
./final_data\glass\glass_1098_glass 996.jpg,1
./final_data\glass\glass_1099_glass1.jpg,1
./final_data\glass\glass_1100_glass10.jpg,1
./final_data\glass\glass_1101_glass100.jpg,1
./final_data\glass\glass_1102_glass101.jpg,1
./final_data\glass\glass_1103_glass102.jpg,1
./final_data\glass\glass_1104_glass103.jpg,1
./final_data\glass\glass_1105_glass104.jpg,1
./final_data\glass\glass_1106_glass105.jpg,1
./final_data\glass\glass_1107_glass106.jpg,1
./final_data\glass\glass_1108_glass107.jpg,1
./final_data\glass\glass_1109_glass108.jpg,1
./final_data\glass\glass_1110_glass109.jpg,1
./final_data\glass\glass_1111_glass11.jpg,1
./final_data\glass\glass_1112_glass110.jpg,1
./final_data\glass\glass_1113_glass111.jpg,1
./final_data\glass\glass_1114_glass112.jpg,1
./final_data\glass\glass_1115_glass113.jpg,1
./final_data\glass\glass_1116_glass114.jpg,1
./final_data\glass\glass_1117_glass115.jpg,1
./final_data\glass\glass_1118_glass116.jpg,1
./final_data\glass\glass_1119_glass117.jpg,1
./final_data\glass\glass_1120_glass118.jpg,1
./final_data\glass\glass_1121_glass119.jpg,1
./final_data\glass\glass_1122_glass12.jpg,1
./final_data\glass\glass_1123_glass120.jpg,1
./final_data\glass\glass_1124_glass121.jpg,1
./final_data\glass\glass_1125_glass122.jpg,1
./final_data\glass\glass_1126_glass123.jpg,1
./final_data\glass\glass_1127_glass124.jpg,1
./final_data\glass\glass_1128_glass125.jpg,1
./final_data\glass\glass_1129_glass126.jpg,1
./final_data\glass\glass_1130_glass127.jpg,1
./final_data\glass\glass_1131_glass128.jpg,1
./final_data\glass\glass_1132_glass129.jpg,1
./final_data\glass\glass_1133_glass13.jpg,1
./final_data\glass\glass_1134_glass130.jpg,1
./final_data\glass\glass_1135_glass131.jpg,1
./final_data\glass\glass_1136_glass132.jpg,1
./final_data\glass\glass_1137_glass133.jpg,1
./final_data\glass\glass_1138_glass134.jpg,1
./final_data\glass\glass_1139_glass135.jpg,1
./final_data\glass\glass_1140_glass136.jpg,1
./final_data\glass\glass_1141_glass137.jpg,1
./final_data\glass\glass_1142_glass138.jpg,1
./final_data\glass\glass_1143_glass139.jpg,1
./final_data\glass\glass_1144_glass14.jpg,1
./final_data\glass\glass_1145_glass140.jpg,1
./final_data\glass\glass_1146_glass141.jpg,1
./final_data\glass\glass_1147_glass142.jpg,1
./final_data\glass\glass_1148_glass143.jpg,1
./final_data\glass\glass_1149_glass144.jpg,1
./final_data\glass\glass_1150_glass145.jpg,1
./final_data\glass\glass_1151_glass146.jpg,1
./final_data\glass\glass_1152_glass147.jpg,1
./final_data\glass\glass_1153_glass148.jpg,1
./final_data\glass\glass_1154_glass149.jpg,1
./final_data\glass\glass_1155_glass15.jpg,1
./final_data\glass\glass_1156_glass150.jpg,1
./final_data\glass\glass_1157_glass151.jpg,1
./final_data\glass\glass_1158_glass152.jpg,1
./final_data\glass\glass_1159_glass153.jpg,1
./final_data\glass\glass_1160_glass154.jpg,1
./final_data\glass\glass_1161_glass155.jpg,1
./final_data\glass\glass_1162_glass156.jpg,1
./final_data\glass\glass_1163_glass157.jpg,1
./final_data\glass\glass_1164_glass158.jpg,1
./final_data\glass\glass_1165_glass159.jpg,1
./final_data\glass\glass_1166_glass16.jpg,1
./final_data\glass\glass_1167_glass160.jpg,1
./final_data\glass\glass_1168_glass161.jpg,1
./final_data\glass\glass_1169_glass162.jpg,1
./final_data\glass\glass_1170_glass163.jpg,1
./final_data\glass\glass_1171_glass164.jpg,1
./final_data\glass\glass_1172_glass165.jpg,1
./final_data\glass\glass_1173_glass166.jpg,1
./final_data\glass\glass_1174_glass167.jpg,1
./final_data\glass\glass_1175_glass168.jpg,1
./final_data\glass\glass_1176_glass169.jpg,1
./final_data\glass\glass_1177_glass17.jpg,1
./final_data\glass\glass_1178_glass170.jpg,1
./final_data\glass\glass_1179_glass171.jpg,1
./final_data\glass\glass_1180_glass172.jpg,1
./final_data\glass\glass_1181_glass173.jpg,1
./final_data\glass\glass_1182_glass174.jpg,1
./final_data\glass\glass_1183_glass175.jpg,1
./final_data\glass\glass_1184_glass176.jpg,1
./final_data\glass\glass_1185_glass177.jpg,1
./final_data\glass\glass_1186_glass178.jpg,1
./final_data\glass\glass_1187_glass179.jpg,1
./final_data\glass\glass_1188_glass18.jpg,1
./final_data\glass\glass_1189_glass180.jpg,1
./final_data\glass\glass_1190_glass181.jpg,1
./final_data\glass\glass_1191_glass182.jpg,1
./final_data\glass\glass_1192_glass183.jpg,1
./final_data\glass\glass_1193_glass184.jpg,1
./final_data\glass\glass_1194_glass185.jpg,1
./final_data\glass\glass_1195_glass186.jpg,1
./final_data\glass\glass_1196_glass187.jpg,1
./final_data\glass\glass_1197_glass188.jpg,1
./final_data\glass\glass_1198_glass189.jpg,1
./final_data\glass\glass_1199_glass19.jpg,1
./final_data\glass\glass_1200_glass190.jpg,1
./final_data\glass\glass_1201_glass191.jpg,1
./final_data\glass\glass_1202_glass192.jpg,1
./final_data\glass\glass_1203_glass193.jpg,1
./final_data\glass\glass_1204_glass194.jpg,1
./final_data\glass\glass_1205_glass195.jpg,1
./final_data\glass\glass_1206_glass196.jpg,1
./final_data\glass\glass_1207_glass197.jpg,1
./final_data\glass\glass_1208_glass198.jpg,1
./final_data\glass\glass_1209_glass199.jpg,1
./final_data\glass\glass_1210_glass2.jpg,1
./final_data\glass\glass_1211_glass20.jpg,1
./final_data\glass\glass_1212_glass200.jpg,1
./final_data\glass\glass_1213_glass201.jpg,1
./final_data\glass\glass_1214_glass202.jpg,1
./final_data\glass\glass_1215_glass203.jpg,1
./final_data\glass\glass_1216_glass204.jpg,1
./final_data\glass\glass_1217_glass205.jpg,1
./final_data\glass\glass_1218_glass206.jpg,1
./final_data\glass\glass_1219_glass207.jpg,1
./final_data\glass\glass_1220_glass208.jpg,1
./final_data\glass\glass_1221_glass209.jpg,1
./final_data\glass\glass_1222_glass21.jpg,1
./final_data\glass\glass_1223_glass210.jpg,1
./final_data\glass\glass_1224_glass211.jpg,1
./final_data\glass\glass_1225_glass212.jpg,1
./final_data\glass\glass_1226_glass213.jpg,1
./final_data\glass\glass_1227_glass214.jpg,1
./final_data\glass\glass_1228_glass215.jpg,1
./final_data\glass\glass_1229_glass216.jpg,1
./final_data\glass\glass_1230_glass217.jpg,1
./final_data\glass\glass_1231_glass218.jpg,1
./final_data\glass\glass_1232_glass219.jpg,1
./final_data\glass\glass_1233_glass22.jpg,1
./final_data\glass\glass_1234_glass220.jpg,1
./final_data\glass\glass_1235_glass221.jpg,1
./final_data\glass\glass_1236_glass222.jpg,1
./final_data\glass\glass_1237_glass223.jpg,1
./final_data\glass\glass_1238_glass224.jpg,1
./final_data\glass\glass_1239_glass225.jpg,1
./final_data\glass\glass_1240_glass226.jpg,1
./final_data\glass\glass_1241_glass227.jpg,1
./final_data\glass\glass_1242_glass228.jpg,1
./final_data\glass\glass_1243_glass229.jpg,1
./final_data\glass\glass_1244_glass23.jpg,1
./final_data\glass\glass_1245_glass230.jpg,1
./final_data\glass\glass_1246_glass231.jpg,1
./final_data\glass\glass_1247_glass232.jpg,1
./final_data\glass\glass_1248_glass233.jpg,1
./final_data\glass\glass_1249_glass234.jpg,1
./final_data\glass\glass_1250_glass235.jpg,1
./final_data\glass\glass_1251_glass236.jpg,1
./final_data\glass\glass_1252_glass237.jpg,1
./final_data\glass\glass_1253_glass238.jpg,1
./final_data\glass\glass_1254_glass239.jpg,1
./final_data\glass\glass_1255_glass24.jpg,1
./final_data\glass\glass_1256_glass240.jpg,1
./final_data\glass\glass_1257_glass241.jpg,1
./final_data\glass\glass_1258_glass242.jpg,1
./final_data\glass\glass_1259_glass243.jpg,1
./final_data\glass\glass_1260_glass244.jpg,1
./final_data\glass\glass_1261_glass245.jpg,1
./final_data\glass\glass_1262_glass246.jpg,1
./final_data\glass\glass_1263_glass247.jpg,1
./final_data\glass\glass_1264_glass248.jpg,1
./final_data\glass\glass_1265_glass249.jpg,1
./final_data\glass\glass_1266_glass25.jpg,1
./final_data\glass\glass_1267_glass250.jpg,1
./final_data\glass\glass_1268_glass251.jpg,1
./final_data\glass\glass_1269_glass252.jpg,1
./final_data\glass\glass_1270_glass253.jpg,1
./final_data\glass\glass_1271_glass254.jpg,1
./final_data\glass\glass_1272_glass255.jpg,1
./final_data\glass\glass_1273_glass256.jpg,1
./final_data\glass\glass_1274_glass257.jpg,1
./final_data\glass\glass_1275_glass258.jpg,1
./final_data\glass\glass_1276_glass259.jpg,1
./final_data\glass\glass_1277_glass26.jpg,1
./final_data\glass\glass_1278_glass260.jpg,1
./final_data\glass\glass_1279_glass261.jpg,1
./final_data\glass\glass_1280_glass262.jpg,1
./final_data\glass\glass_1281_glass263.jpg,1
./final_data\glass\glass_1282_glass264.jpg,1
./final_data\glass\glass_1283_glass265.jpg,1
./final_data\glass\glass_1284_glass266.jpg,1
./final_data\glass\glass_1285_glass267.jpg,1
./final_data\glass\glass_1286_glass268.jpg,1
./final_data\glass\glass_1287_glass269.jpg,1
./final_data\glass\glass_1288_glass27.jpg,1
./final_data\glass\glass_1289_glass270.jpg,1
./final_data\glass\glass_1290_glass271.jpg,1
./final_data\glass\glass_1291_glass272.jpg,1
./final_data\glass\glass_1292_glass273.jpg,1
./final_data\glass\glass_1293_glass274.jpg,1
./final_data\glass\glass_1294_glass275.jpg,1
./final_data\glass\glass_1295_glass276.jpg,1
./final_data\glass\glass_1296_glass277.jpg,1
./final_data\glass\glass_1297_glass278.jpg,1
./final_data\glass\glass_1298_glass279.jpg,1
./final_data\glass\glass_1299_glass28.jpg,1
./final_data\glass\glass_1300_glass280.jpg,1
./final_data\glass\glass_1301_glass281.jpg,1
./final_data\glass\glass_1302_glass282.jpg,1
./final_data\glass\glass_1303_glass283.jpg,1
./final_data\glass\glass_1304_glass284.jpg,1
./final_data\glass\glass_1305_glass285.jpg,1
./final_data\glass\glass_1306_glass286.jpg,1
./final_data\glass\glass_1307_glass287.jpg,1
./final_data\glass\glass_1308_glass288.jpg,1
./final_data\glass\glass_1309_glass289.jpg,1
./final_data\glass\glass_1310_glass29.jpg,1
./final_data\glass\glass_1311_glass290.jpg,1
./final_data\glass\glass_1312_glass291.jpg,1
./final_data\glass\glass_1313_glass292.jpg,1
./final_data\glass\glass_1314_glass293.jpg,1
./final_data\glass\glass_1315_glass294.jpg,1
./final_data\glass\glass_1316_glass295.jpg,1
./final_data\glass\glass_1317_glass296.jpg,1
./final_data\glass\glass_1318_glass297.jpg,1
./final_data\glass\glass_1319_glass298.jpg,1
./final_data\glass\glass_1320_glass299.jpg,1
./final_data\glass\glass_1321_glass3.jpg,1
./final_data\glass\glass_1322_glass30.jpg,1
./final_data\glass\glass_1323_glass300.jpg,1
./final_data\glass\glass_1324_glass301.jpg,1
./final_data\glass\glass_1325_glass302.jpg,1
./final_data\glass\glass_1326_glass303.jpg,1
./final_data\glass\glass_1327_glass304.jpg,1
./final_data\glass\glass_1328_glass305.jpg,1
./final_data\glass\glass_1329_glass306.jpg,1
./final_data\glass\glass_1330_glass307.jpg,1
./final_data\glass\glass_1331_glass308.jpg,1
./final_data\glass\glass_1332_glass309.jpg,1
./final_data\glass\glass_1333_glass31.jpg,1
./final_data\glass\glass_1334_glass310.jpg,1
./final_data\glass\glass_1335_glass311.jpg,1
./final_data\glass\glass_1336_glass312.jpg,1
./final_data\glass\glass_1337_glass313.jpg,1
./final_data\glass\glass_1338_glass314.jpg,1
./final_data\glass\glass_1339_glass315.jpg,1
./final_data\glass\glass_1340_glass316.jpg,1
./final_data\glass\glass_1341_glass317.jpg,1
./final_data\glass\glass_1342_glass318.jpg,1
./final_data\glass\glass_1343_glass319.jpg,1
./final_data\glass\glass_1344_glass32.jpg,1
./final_data\glass\glass_1345_glass320.jpg,1
./final_data\glass\glass_1346_glass321.jpg,1
./final_data\glass\glass_1347_glass322.jpg,1
./final_data\glass\glass_1348_glass323.jpg,1
./final_data\glass\glass_1349_glass324.jpg,1
./final_data\glass\glass_1350_glass325.jpg,1
./final_data\glass\glass_1351_glass326.jpg,1
./final_data\glass\glass_1352_glass327.jpg,1
./final_data\glass\glass_1353_glass328.jpg,1
./final_data\glass\glass_1354_glass329.jpg,1
./final_data\glass\glass_1355_glass33.jpg,1
./final_data\glass\glass_1356_glass330.jpg,1
./final_data\glass\glass_1357_glass331.jpg,1
./final_data\glass\glass_1358_glass332.jpg,1
./final_data\glass\glass_1359_glass333.jpg,1
./final_data\glass\glass_1360_glass334.jpg,1
./final_data\glass\glass_1361_glass335.jpg,1
./final_data\glass\glass_1362_glass336.jpg,1
./final_data\glass\glass_1363_glass337.jpg,1
./final_data\glass\glass_1364_glass338.jpg,1
./final_data\glass\glass_1365_glass339.jpg,1
./final_data\glass\glass_1366_glass34.jpg,1
./final_data\glass\glass_1367_glass340.jpg,1
./final_data\glass\glass_1368_glass341.jpg,1
./final_data\glass\glass_1369_glass342.jpg,1
./final_data\glass\glass_1370_glass343.jpg,1
./final_data\glass\glass_1371_glass344.jpg,1
./final_data\glass\glass_1372_glass345.jpg,1
./final_data\glass\glass_1373_glass346.jpg,1
./final_data\glass\glass_1374_glass347.jpg,1
./final_data\glass\glass_1375_glass348.jpg,1
./final_data\glass\glass_1376_glass349.jpg,1
./final_data\glass\glass_1377_glass35.jpg,1
./final_data\glass\glass_1378_glass350.jpg,1
./final_data\glass\glass_1379_glass351.jpg,1
./final_data\glass\glass_1380_glass352.jpg,1
./final_data\glass\glass_1381_glass353.jpg,1
./final_data\glass\glass_1382_glass354.jpg,1
./final_data\glass\glass_1383_glass355.jpg,1
./final_data\glass\glass_1384_glass356.jpg,1
./final_data\glass\glass_1385_glass357.jpg,1
./final_data\glass\glass_1386_glass358.jpg,1
./final_data\glass\glass_1387_glass359.jpg,1
./final_data\glass\glass_1388_glass36.jpg,1
./final_data\glass\glass_1389_glass360.jpg,1
./final_data\glass\glass_1390_glass361.jpg,1
./final_data\glass\glass_1391_glass362.jpg,1
./final_data\glass\glass_1392_glass363.jpg,1
./final_data\glass\glass_1393_glass364.jpg,1
./final_data\glass\glass_1394_glass365.jpg,1
./final_data\glass\glass_1395_glass366.jpg,1
./final_data\glass\glass_1396_glass367.jpg,1
./final_data\glass\glass_1397_glass368.jpg,1
./final_data\glass\glass_1398_glass369.jpg,1
./final_data\glass\glass_1399_glass37.jpg,1
./final_data\glass\glass_1400_glass370.jpg,1
./final_data\glass\glass_1401_glass371.jpg,1
./final_data\glass\glass_1402_glass372.jpg,1
./final_data\glass\glass_1403_glass373.jpg,1
./final_data\glass\glass_1404_glass374.jpg,1
./final_data\glass\glass_1405_glass375.jpg,1
./final_data\glass\glass_1406_glass376.jpg,1
./final_data\glass\glass_1407_glass377.jpg,1
./final_data\glass\glass_1408_glass378.jpg,1
./final_data\glass\glass_1409_glass379.jpg,1
./final_data\glass\glass_1410_glass38.jpg,1
./final_data\glass\glass_1411_glass380.jpg,1
./final_data\glass\glass_1412_glass381.jpg,1
./final_data\glass\glass_1413_glass382.jpg,1
./final_data\glass\glass_1414_glass383.jpg,1
./final_data\glass\glass_1415_glass384.jpg,1
./final_data\glass\glass_1416_glass385.jpg,1
./final_data\glass\glass_1417_glass386.jpg,1
./final_data\glass\glass_1418_glass387.jpg,1
./final_data\glass\glass_1419_glass388.jpg,1
./final_data\glass\glass_1420_glass389.jpg,1
./final_data\glass\glass_1421_glass39.jpg,1
./final_data\glass\glass_1422_glass390.jpg,1
./final_data\glass\glass_1423_glass391.jpg,1
./final_data\glass\glass_1424_glass392.jpg,1
./final_data\glass\glass_1425_glass393.jpg,1
./final_data\glass\glass_1426_glass394.jpg,1
./final_data\glass\glass_1427_glass395.jpg,1
./final_data\glass\glass_1428_glass396.jpg,1
./final_data\glass\glass_1429_glass397.jpg,1
./final_data\glass\glass_1430_glass398.jpg,1
./final_data\glass\glass_1431_glass399.jpg,1
./final_data\glass\glass_1432_glass4.jpg,1
./final_data\glass\glass_1433_glass40.jpg,1
./final_data\glass\glass_1434_glass400.jpg,1
./final_data\glass\glass_1435_glass401.jpg,1
./final_data\glass\glass_1436_glass402.jpg,1
./final_data\glass\glass_1437_glass403.jpg,1
./final_data\glass\glass_1438_glass404.jpg,1
./final_data\glass\glass_1439_glass405.jpg,1
./final_data\glass\glass_1440_glass406.jpg,1
./final_data\glass\glass_1441_glass407.jpg,1
./final_data\glass\glass_1442_glass408.jpg,1
./final_data\glass\glass_1443_glass409.jpg,1
./final_data\glass\glass_1444_glass41.jpg,1
./final_data\glass\glass_1445_glass410.jpg,1
./final_data\glass\glass_1446_glass411.jpg,1
./final_data\glass\glass_1447_glass412.jpg,1
./final_data\glass\glass_1448_glass413.jpg,1
./final_data\glass\glass_1449_glass414.jpg,1
./final_data\glass\glass_1450_glass415.jpg,1
./final_data\glass\glass_1451_glass416.jpg,1
./final_data\glass\glass_1452_glass417.jpg,1
./final_data\glass\glass_1453_glass418.jpg,1
./final_data\glass\glass_1454_glass419.jpg,1
./final_data\glass\glass_1455_glass42.jpg,1
./final_data\glass\glass_1456_glass420.jpg,1
./final_data\glass\glass_1457_glass421.jpg,1
./final_data\glass\glass_1458_glass422.jpg,1
./final_data\glass\glass_1459_glass423.jpg,1
./final_data\glass\glass_1460_glass424.jpg,1
./final_data\glass\glass_1461_glass425.jpg,1
./final_data\glass\glass_1462_glass426.jpg,1
./final_data\glass\glass_1463_glass427.jpg,1
./final_data\glass\glass_1464_glass428.jpg,1
./final_data\glass\glass_1465_glass429.jpg,1
./final_data\glass\glass_1466_glass43.jpg,1
./final_data\glass\glass_1467_glass430.jpg,1
./final_data\glass\glass_1468_glass431.jpg,1
./final_data\glass\glass_1469_glass432.jpg,1
./final_data\glass\glass_1470_glass433.jpg,1
./final_data\glass\glass_1471_glass434.jpg,1
./final_data\glass\glass_1472_glass435.jpg,1
./final_data\glass\glass_1473_glass436.jpg,1
./final_data\glass\glass_1474_glass437.jpg,1
./final_data\glass\glass_1475_glass438.jpg,1
./final_data\glass\glass_1476_glass439.jpg,1
./final_data\glass\glass_1477_glass44.jpg,1
./final_data\glass\glass_1478_glass440.jpg,1
./final_data\glass\glass_1479_glass441.jpg,1
./final_data\glass\glass_1480_glass442.jpg,1
./final_data\glass\glass_1481_glass443.jpg,1
./final_data\glass\glass_1482_glass444.jpg,1
./final_data\glass\glass_1483_glass445.jpg,1
./final_data\glass\glass_1484_glass446.jpg,1
./final_data\glass\glass_1485_glass447.jpg,1
./final_data\glass\glass_1486_glass448.jpg,1
./final_data\glass\glass_1487_glass449.jpg,1
./final_data\glass\glass_1488_glass45.jpg,1
./final_data\glass\glass_1489_glass450.jpg,1
./final_data\glass\glass_1490_glass451.jpg,1
./final_data\glass\glass_1491_glass452.jpg,1
./final_data\glass\glass_1492_glass453.jpg,1
./final_data\glass\glass_1493_glass454.jpg,1
./final_data\glass\glass_1494_glass455.jpg,1
./final_data\glass\glass_1495_glass456.jpg,1
./final_data\glass\glass_1496_glass457.jpg,1
./final_data\glass\glass_1497_glass458.jpg,1
./final_data\glass\glass_1498_glass459.jpg,1
./final_data\glass\glass_1499_glass46.jpg,1
./final_data\glass\glass_1500_glass460.jpg,1
./final_data\glass\glass_1501_glass461.jpg,1
./final_data\glass\glass_1502_glass462.jpg,1
./final_data\glass\glass_1503_glass463.jpg,1
./final_data\glass\glass_1504_glass464.jpg,1
./final_data\glass\glass_1505_glass465.jpg,1
./final_data\glass\glass_1506_glass466.jpg,1
./final_data\glass\glass_1507_glass467.jpg,1
./final_data\glass\glass_1508_glass468.jpg,1
./final_data\glass\glass_1509_glass469.jpg,1
./final_data\glass\glass_1510_glass47.jpg,1
./final_data\glass\glass_1511_glass470.jpg,1
./final_data\glass\glass_1512_glass471.jpg,1
./final_data\glass\glass_1513_glass472.jpg,1
./final_data\glass\glass_1514_glass473.jpg,1
./final_data\glass\glass_1515_glass474.jpg,1
./final_data\glass\glass_1516_glass475.jpg,1
./final_data\glass\glass_1517_glass476.jpg,1
./final_data\glass\glass_1518_glass477.jpg,1
./final_data\glass\glass_1519_glass478.jpg,1
./final_data\glass\glass_1520_glass479.jpg,1
./final_data\glass\glass_1521_glass48.jpg,1
./final_data\glass\glass_1522_glass480.jpg,1
./final_data\glass\glass_1523_glass481.jpg,1
./final_data\glass\glass_1524_glass482.jpg,1
./final_data\glass\glass_1525_glass483.jpg,1
./final_data\glass\glass_1526_glass484.jpg,1
./final_data\glass\glass_1527_glass485.jpg,1
./final_data\glass\glass_1528_glass486.jpg,1
./final_data\glass\glass_1529_glass487.jpg,1
./final_data\glass\glass_1530_glass488.jpg,1
./final_data\glass\glass_1531_glass489.jpg,1
./final_data\glass\glass_1532_glass49.jpg,1
./final_data\glass\glass_1533_glass490.jpg,1
./final_data\glass\glass_1534_glass491.jpg,1
./final_data\glass\glass_1535_glass492.jpg,1
./final_data\glass\glass_1536_glass493.jpg,1
./final_data\glass\glass_1537_glass494.jpg,1
./final_data\glass\glass_1538_glass495.jpg,1
./final_data\glass\glass_1539_glass496.jpg,1
./final_data\glass\glass_1540_glass497.jpg,1
./final_data\glass\glass_1541_glass498.jpg,1
./final_data\glass\glass_1542_glass499.jpg,1
./final_data\glass\glass_1543_glass5.jpg,1
./final_data\glass\glass_1544_glass50.jpg,1
./final_data\glass\glass_1545_glass500.jpg,1
./final_data\glass\glass_1546_glass501.jpg,1
./final_data\glass\glass_1547_glass51.jpg,1
